DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/09/2015,0:06,BROOKLYN,11216,40.6716376,-73.950335,"(40.6716376, -73.950335)",ST JOHNS PLACE,NOSTRAND AVENUE,,4,1,0,1,0,0,4,0,Traffic Control Disregarded,Unspecified,,,,3183233,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/07/2015,9:09,MANHATTAN,10022,40.7563818,-73.9643237,"(40.7563818, -73.9643237)",EAST 54 STREET,1 AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3181705,LARGE COM VEH(6 OR MORE TIRES),,,,
03/02/2015,16:45,STATEN ISLAND,10304,40.5903776,-74.1068782,"(40.5903776, -74.1068782)",FOUR CORNERS ROAD,NORTHENTRY ROAD,,1,1,0,0,0,0,1,1,Driver Inattention/Distraction,,,,,3178808,PASSENGER VEHICLE,,,,
03/01/2015,4:00,,,40.6672125,-73.7808366,"(40.6672125, -73.7808366)",,,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3178043,VAN,,,,
02/27/2015,21:20,BROOKLYN,11224,40.5789366,-73.9852115,"(40.5789366, -73.9852115)",CROPSEY AVENUE,NEPTUNE AVENUE,,0,1,0,0,0,0,0,1,Passing or Lane Usage Improper,Unspecified,,,,3177122,PASSENGER VEHICLE,UNKNOWN,,,
02/27/2015,19:03,BROOKLYN,11209,40.6125584,-74.0360929,"(40.6125584, -74.0360929)",3 AVENUE,SHORE ROAD,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3177170,PASSENGER VEHICLE,,,,
02/26/2015,20:24,,,,,,WEBSTER AVENUE,CROSS BRONX EXPRESSWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3175891,LARGE COM VEH(6 OR MORE TIRES),,,,
02/23/2015,18:57,,,,,,BROADWAY,WEST 225 STREET,,0,1,0,1,0,0,0,0,Driver Inexperience,,,,,3174109,PASSENGER VEHICLE,,,,
02/22/2015,20:03,QUEENS,11373,40.7434005,-73.8888705,"(40.7434005, -73.8888705)",WOODSIDE AVENUE,76 STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3174442,LARGE COM VEH(6 OR MORE TIRES),,,,
02/20/2015,14:00,BROOKLYN,11230,40.6175896,-73.9638107,"(40.6175896, -73.9638107)",CONEY ISLAND AVENUE,AVENUE M,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3172578,BUS,,,,
02/20/2015,5:01,,,40.6662948,-73.7989819,"(40.6662948, -73.7989819)",,,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,3172793,PASSENGER VEHICLE,VAN,,,
02/20/2015,7:54,QUEENS,11355,40.755392,-73.8282803,"(40.755392, -73.8282803)",MAIN STREET,MAPLE AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3172773,PASSENGER VEHICLE,,,,
02/19/2015,17:58,BROOKLYN,11239,40.6484415,-73.8824124,"(40.6484415, -73.8824124)",PENNSYLVANIA AVENUE,TWIN PINES DRIVE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3172129,PASSENGER VEHICLE,,,,
02/18/2015,11:08,MANHATTAN,10013,40.7168135,-73.9977634,"(40.7168135, -73.9977634)",CANAL STREET,MOTT STREET,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,3171214,VAN,,,,
02/17/2015,3:28,,,,,,WALKER STREET,WALKER DRIVE,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,,,,,3171176,PASSENGER VEHICLE,,,,
02/11/2015,18:44,MANHATTAN,10001,40.7544905,-74.0067388,"(40.7544905, -74.0067388)",JOE DIMAGGIO HIGHWAY,WEST 30 STREET,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,,,,3167432,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/09/2015,22:12,BROOKLYN,11207,40.6627814,-73.8808552,"(40.6627814, -73.8808552)",LINDEN BOULEVARD,ASHFORD STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3167143,LARGE COM VEH(6 OR MORE TIRES),,,,
02/09/2015,22:12,BROOKLYN,11207,40.6627814,-73.8808552,"(40.6627814, -73.8808552)",LINDEN BOULEVARD,ASHFORD STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3167145,OTHER,,,,
02/04/2015,23:50,QUEENS,11434,40.6673698,-73.7826551,"(40.6673698, -73.7826551)",NORTH CONDUIT AVENUE,CRANSTON STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3164710,SPORT UTILITY / STATION WAGON,OTHER,SPORT UTILITY / STATION WAGON,,
02/03/2015,19:54,QUEENS,11379,40.7126469,-73.8993537,"(40.7126469, -73.8993537)",METROPOLITAN AVENUE,62 STREET,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,3164015,VAN,PASSENGER VEHICLE,,,
01/31/2015,19:59,QUEENS,11691,40.5999021,-73.7615889,"(40.5999021, -73.7615889)",ROCKAWAY FREEWAY,BEACH 25 STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3161601,PASSENGER VEHICLE,,,,
01/29/2015,21:22,,,,,,165 STREET,HILLSIDE AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3161104,BUS,,,,
01/23/2015,10:20,MANHATTAN,10028,40.7795404,-73.9597725,"(40.7795404, -73.9597725)",MADISON AVENUE,EAST 84 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3157772,PASSENGER VEHICLE,,,,
01/23/2015,17:40,MANHATTAN,10001,40.7504525,-73.9872921,"(40.7504525, -73.9872921)",WEST 35 STREET,6 AVENUE,,0,1,0,1,0,0,0,0,Other Electronic Device,,,,,3157744,VAN,,,,
01/19/2015,17:34,QUEENS,11360,40.7888914,-73.7870217,"(40.7888914, -73.7870217)",CROSS ISLAND PARKWAY SR SOUTH,ESTATES LANE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3155847,SPORT UTILITY / STATION WAGON,,,,
01/17/2015,19:13,QUEENS,11101,40.7564741,-73.9472651,"(40.7564741, -73.9472651)",VERNON BOULEVARD,41 AVENUE,,0,1,0,0,0,1,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3154576,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,,,
01/16/2015,18:00,QUEENS,11427,40.7293445,-73.745355,"(40.7293445, -73.745355)",HILLSIDE AVENUE,219 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3154000,SPORT UTILITY / STATION WAGON,,,,
01/14/2015,23:22,QUEENS,11694,40.5817949,-73.8492866,"(40.5817949, -73.8492866)",BEACH CHANNEL DRIVE,BEACH 127 STREET,,3,1,0,0,0,0,3,1,Traffic Control Disregarded,Unspecified,,,,3153446,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/13/2015,3:18,,,,,,,,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,,,,,3152392,PASSENGER VEHICLE,,,,
01/09/2015,21:24,BRONX,10459,40.8246558,-73.8919289,"(40.8246558, -73.8919289)",WESTCHESTER AVENUE,SOUTHERN BOULEVARD,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,,,,3150487,MOTORCYCLE,PASSENGER VEHICLE,,,
01/09/2015,9:09,MANHATTAN,10022,40.7563818,-73.9643237,"(40.7563818, -73.9643237)",EAST 54 STREET,1 AVENUE,,0,1,0,1,0,0,0,0,Pavement Slippery,,,,,3149869,SMALL COM VEH(4 TIRES),,,,
01/05/2015,9:28,BROOKLYN,11218,40.6361331,-73.9727361,"(40.6361331, -73.9727361)",OCEAN PARKWAY,DITMAS AVENUE,,1,1,0,0,0,0,1,1,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3147585,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
01/05/2015,22:35,BROOKLYN,11218,40.6413948,-73.9890784,"(40.6413948, -73.9890784)",40 STREET,12 AVENUE,,1,1,1,1,0,0,0,0,Driver Inattention/Distraction,,,,,3148157,SPORT UTILITY / STATION WAGON,,,,
01/04/2015,17:04,BRONX,10466,40.8847353,-73.8404411,"(40.8847353, -73.8404411)",BAYCHESTER AVENUE,CRAWFORD AVENUE,,1,1,1,1,0,0,0,0,Unspecified,Unspecified,,,,3147083,PASSENGER VEHICLE,UNKNOWN,,,
01/03/2015,19:15,MANHATTAN,10065,40.7641063,-73.966814,"(40.7641063, -73.966814)",EAST 62 STREET,LEXINGTON AVENUE,,1,1,1,1,0,0,0,0,Unspecified,,,,,3147008,SPORT UTILITY / STATION WAGON,,,,
01/01/2015,8:02,,,40.8392461,-73.8700947,"(40.8392461, -73.8700947)",ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY SVC RD S,,4,1,0,0,0,0,4,1,Traffic Control Disregarded,Unspecified,,,,3145919,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2014,18:10,MANHATTAN,10025,40.8048862,-73.9624735,"(40.8048862, -73.9624735)",AMSTERDAM AVENUE,WEST 113 STREET,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,3145374,UNKNOWN,OTHER,,,
12/29/2014,11:09,,,,,,,,PARKCIRLCE,1,1,0,0,0,0,1,1,Lost Consciousness,Unspecified,,,,3144529,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/23/2014,18:03,BROOKLYN,11210,40.6364471,-73.9451224,"(40.6364471, -73.9451224)",NEW YORK AVENUE,FARRAGUT ROAD,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3141856,BUS,,,,
12/22/2014,23:12,STATEN ISLAND,10312,40.5239976,-74.1860995,"(40.5239976, -74.1860995)",HYLAN BOULEVARD,HUGUENOT AVENUE,,3,1,0,0,0,0,3,1,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,3142248,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
12/17/2014,6:42,BROOKLYN,11216,40.6700084,-73.9532706,"(40.6700084, -73.9532706)",ROGERS AVENUE,EASTERN PARKWAY,,0,1,0,1,0,0,0,0,Traffic Control Disregarded,,,,,3138624,SPORT UTILITY / STATION WAGON,,,,
12/16/2014,18:45,BROOKLYN,11228,40.6093572,-74.0152238,"(40.6093572, -74.0152238)",14 AVENUE,BATH AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3138520,SPORT UTILITY / STATION WAGON,,,,
12/14/2014,17:45,,,,,,NEPTUNE AVENUE,WEST 6 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3137180,BUS,,,,
12/13/2014,18:45,QUEENS,11416,40.6881494,-73.8488335,"(40.6881494, -73.8488335)",WOODHAVEN BOULEVARD,ATLANTIC AVENUE,,8,1,0,0,0,0,8,1,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3136738,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
12/09/2014,17:13,BROOKLYN,11203,40.6387858,-73.9453727,"(40.6387858, -73.9453727)",FOSTER AVENUE,NEW YORK AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3133520,SPORT UTILITY / STATION WAGON,,,,
12/07/2014,16:53,QUEENS,11432,40.7205375,-73.7762082,"(40.7205375, -73.7762082)",WICKLOW PLACE,188 STREET,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,3132462,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/05/2014,18:30,MANHATTAN,10028,40.7756005,-73.9563341,"(40.7756005, -73.9563341)",3 AVENUE,EAST 81 STREET,,0,1,0,1,0,0,0,0,View Obstructed/Limited,,,,,3131049,VAN,,,,
12/03/2014,5:32,QUEENS,11354,40.7604644,-73.8265417,"(40.7604644, -73.8265417)",UNION STREET,ROOSEVELT AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3130207,PASSENGER VEHICLE,,,,
12/02/2014,20:57,BROOKLYN,11204,40.6220219,-73.9872553,"(40.6220219, -73.9872553)",60 STREET,18 AVENUE,,1,1,1,1,0,0,0,0,Driver Inattention/Distraction,,,,,3129967,SPORT UTILITY / STATION WAGON,,,,
11/30/2014,17:20,BROOKLYN,11205,40.6977606,-73.9687403,"(40.6977606, -73.9687403)",FLUSHING AVENUE,WAVERLY AVENUE,,0,1,0,0,0,0,0,1,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3128360,PASSENGER VEHICLE,MOTORCYCLE,,,
11/29/2014,21:04,,,40.7816671,-73.9866887,"(40.7816671, -73.9866887)",,,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,3128156,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
11/25/2014,6:45,BRONX,10472,40.8321617,-73.8722261,"(40.8321617, -73.8722261)",FTELEY AVENUE,EAST 172 STREET,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,3125591,UNKNOWN,BICYCLE,,,
11/24/2014,18:51,MANHATTAN,10002,40.7216331,-73.9935279,"(40.7216331, -73.9935279)",BOWERY,RIVINGTON STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,2834396,PASSENGER VEHICLE,,,,
11/24/2014,21:58,MANHATTAN,10002,40.7207095,-73.9813092,"(40.7207095, -73.9813092)",EAST HOUSTON STREET,PITT STREET,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,3125451,PASSENGER VEHICLE,BICYCLE,,,
11/24/2014,3:14,,,,,,,,,0,1,0,0,0,0,0,1,Pavement Slippery,,,,,2935030,SPORT UTILITY / STATION WAGON,,,,
11/20/2014,12:45,QUEENS,11434,40.6870226,-73.7659469,"(40.6870226, -73.7659469)",119 ROAD,178 PLACE,,0,1,0,0,0,0,0,1,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,2827222,PASSENGER VEHICLE,MOTORCYCLE,,,
11/20/2014,17:01,BROOKLYN,11218,40.6475955,-73.9735026,"(40.6475955, -73.9735026)",CATON AVENUE,EAST 7 STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,2826892,PASSENGER VEHICLE,,,,
11/19/2014,18:19,BROOKLYN,11208,40.6700692,-73.8686795,"(40.6700692, -73.8686795)",DUMONT AVENUE,CRESCENT STREET,,0,1,0,0,0,0,0,1,Unspecified,,,,,2826363,MOTORCYCLE,,,,
11/17/2014,19:44,,,,,,FLATBUSH AVENUE,DEKALB AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,2825753,UNKNOWN,,,,
11/15/2014,14:38,STATEN ISLAND,10309,40.5166242,-74.202785,"(40.5166242, -74.202785)",BAYVIEW AVENUE,HYLAN BOULEVARD,,0,1,0,1,0,0,0,0,Unspecified,,,,,2824370,PICK-UP TRUCK,,,,
11/13/2014,21:40,BRONX,10460,40.8367707,-73.8859644,"(40.8367707, -73.8859644)",VYSE AVENUE,EAST 174 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,2822932,BUS,,,,
11/13/2014,23:30,,,,,,,,S/B HUTCH RIV PKWY @ PELHAM BAY,1,1,0,0,0,0,1,1,Traffic Control Disregarded,,,,,2823503,VAN,,,,
11/13/2014,23:30,,,40.8556199,-73.8332241,"(40.8556199, -73.8332241)",,,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,,,,,2826840,VAN,,,,
11/12/2014,16:35,MANHATTAN,10026,40.8063543,-73.9539551,"(40.8063543, -73.9539551)",8 AVENUE,WEST 119 STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,2824498,VAN,,,,
11/09/2014,0:03,,,,,,,,,0,1,0,1,0,0,0,0,Unspecified,,,,,2919630,PASSENGER VEHICLE,,,,
11/08/2014,11:39,,,,,,NORTH CONDUIT BOULEVARD,BELMONT AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,2820905,PASSENGER VEHICLE,,,,
11/08/2014,17:15,QUEENS,11004,40.7367512,-73.7110283,"(40.7367512, -73.7110283)",HILLSIDE AVENUE,257 STREET,,1,1,1,1,0,0,0,0,Unspecified,,,,,2821256,VAN,,,,
11/06/2014,8:02,BROOKLYN,11236,40.636228,-73.8859432,"(40.636228, -73.8859432)",EAST 102 STREET,SEAVIEW AVENUE,,3,1,0,0,0,0,3,1,Alcohol Involvement,Unspecified,,,,2819540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/05/2014,22:53,QUEENS,11354,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD,UNION STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,2819770,BUS,,,,
11/04/2014,12:20,QUEENS,11434,40.6561603,-73.7673526,"(40.6561603, -73.7673526)",ROCKAWAY BOULEVARD,GUY R BREWER BOULEVARD,,0,1,0,0,0,0,0,1,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,2818594,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/04/2014,9:30,QUEENS,11373,40.738325,-73.8855916,"(40.738325, -73.8855916)",QUEENS BOULEVARD,HILLYER STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,2819183,LARGE COM VEH(6 OR MORE TIRES),,,,
11/03/2014,21:12,,,,,,,,PARKING LOT 137-05 20 AVE,0,2,0,0,0,0,0,2,Driver Inattention/Distraction,Unspecified,,,,2818629,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2014,2:02,,,40.6054518,-73.8985502,"(40.6054518, -73.8985502)",,,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,Unspecified,,,2950617,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/01/2014,2:26,BROOKLYN,11212,40.6611218,-73.9201276,"(40.6611218, -73.9201276)",ROCKAWAY PARKWAY,CLARKSON AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,2817946,UNKNOWN,,,,
10/30/2014,21:28,MANHATTAN,10013,40.7180184,-73.9999567,"(40.7180184, -73.9999567)",CANAL STREET,CENTRE STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,2816554,LARGE COM VEH(6 OR MORE TIRES),,,,
10/30/2014,5:07,QUEENS,11237,40.699531,-73.9110367,"(40.699531, -73.9110367)",WYCKOFF AVENUE,PALMETTO STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,2816382,BUS,,,,
10/29/2014,12:13,QUEENS,11101,40.752013,-73.9301534,"(40.752013, -73.9301534)",NORTHERN BOULEVARD,34 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,2815948,PICK-UP TRUCK,,,,
10/29/2014,2:34,,,,,,,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3123607,UNKNOWN,,,,
10/26/2014,7:04,BROOKLYN,11234,40.6219409,-73.917516,"(40.6219409, -73.917516)",RALPH AVENUE,EAST 65 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,2814082,SPORT UTILITY / STATION WAGON,,,,
10/26/2014,6:19,BROOKLYN,11204,40.619132,-73.9901807,"(40.619132, -73.9901807)",65 STREET,18 AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,2814081,SPORT UTILITY / STATION WAGON,,,,
10/24/2014,14:46,BRONX,10468,40.869274,-73.9013438,"(40.869274, -73.9013438)",EAMES PLACE,CLAFLIN AVENUE,,9,1,9,1,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,2813084,SPORT UTILITY / STATION WAGON,,,,
10/23/2014,5:56,,,,,,80 STREET,COOPER AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,2812706,LARGE COM VEH(6 OR MORE TIRES),,,,
10/20/2014,12:26,BROOKLYN,11217,40.6840525,-73.9774579,"(40.6840525, -73.9774579)",FLATBUSH AVENUE,ATLANTIC AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,2810881,LARGE COM VEH(6 OR MORE TIRES),,,,
10/17/2014,18:57,QUEENS,11412,40.6916677,-73.7623859,"(40.6916677, -73.7623859)",LINDEN BOULEVARD,FARMERS BOULEVARD,,0,1,0,1,0,0,0,0,Driver Inexperience,Unspecified,,,,2809654,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/17/2014,2:04,,,,,,,,,0,2,0,0,0,0,0,2,Unspecified,,,,,2965971,MOTORCYCLE,,,,
10/14/2014,4:07,MANHATTAN,10013,40.7165417,-73.9969843,"(40.7165417, -73.9969843)",CANAL STREET,ELIZABETH STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,1038177,SPORT UTILITY / STATION WAGON,,,,
10/12/2014,17:51,,,,,,BAILEY AVENUE,WEST 234 STREET,,1,1,0,0,0,0,1,1,Lost Consciousness,Lost Consciousness,,,,1037588,,,,,
10/10/2014,13:36,MANHATTAN,10128,40.7851932,-73.9493331,"(40.7851932, -73.9493331)",3 AVENUE,EAST 96 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,1036646,SMALL COM VEH(4 TIRES),,,,
10/08/2014,21:30,,,,,,,,ROOSEVELT ISLAND,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,1036503,BUS,BICYCLE,,,
10/07/2014,19:00,,,40.7303695,-73.9138714,"(40.7303695, -73.9138714)",,,,0,1,0,0,0,0,0,1,Unspecified,,,,,3046898,SPORT UTILITY / STATION WAGON,,,,
10/06/2014,19:19,BROOKLYN,11228,40.6127337,-74.0117129,"(40.6127337, -74.0117129)",14 AVENUE,86 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1034818,SPORT UTILITY / STATION WAGON,,,,
10/03/2014,1:37,BRONX,10455,40.8147666,-73.9187438,"(40.8147666, -73.9187438)",WILLIS AVENUE,EAST 147 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1032849,BUS,,,,
10/01/2014,3:14,,,40.7422007,-73.8409528,"(40.7422007, -73.8409528)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3066532,VAN,,,,
09/30/2014,17:40,,,40.7451526,-73.7343116,"(40.7451526, -73.7343116)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3081427,VAN,,,,
09/28/2014,3:32,MANHATTAN,10003,40.7366908,-73.9931187,"(40.7366908, -73.9931187)",5 AVENUE,EAST 15 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1028957,PASSENGER VEHICLE,,,,
09/28/2014,4:10,,,,,,CYPRESS AVENUE,JACKIE ROBINSON PARKWAY SVC RD,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,1030735,MOTORCYCLE,MOTORCYCLE,,,
09/28/2014,1:01,,,,,,PELHAM PARKWAY SOUTH,BRONX RIVER PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,1029709,TAXI,UNKNOWN,,,
09/25/2014,13:35,MANHATTAN,10012,40.7206259,-73.9949711,"(40.7206259, -73.9949711)",ELIZABETH STREET,KENMARE STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1028777,VAN,,,,
09/25/2014,16:00,BROOKLYN,11226,40.6451307,-73.9489638,"(40.6451307, -73.9489638)",NOSTRAND AVENUE,BEVERLY ROAD,,0,1,0,1,0,0,0,0,Unspecified,,,,,1029984,SPORT UTILITY / STATION WAGON,,,,
09/23/2014,7:09,BRONX,10470,40.8952213,-73.8800407,"(40.8952213, -73.8800407)",EAST 233 STREET,JEROME AVENUE,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,Unspecified,,,1029736,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
09/23/2014,2:40,,,,,,,,,0,1,0,0,0,0,0,1,Other Vehicular,Other Vehicular,,,,2851605,MOTORCYCLE,LIVERY VEHICLE,,,
09/22/2014,16:09,QUEENS,11364,40.7376906,-73.7684572,"(40.7376906, -73.7684572)",73 AVENUE,CLEARVIEW EXPRESSWAY,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,1027905,PASSENGER VEHICLE,MOTORCYCLE,,,
09/21/2014,5:07,,,40.8221447,-73.8878132,"(40.8221447, -73.8878132)",,,,8,1,0,0,0,0,8,1,Pavement Slippery,,,,,2881510,VAN,,,,
09/18/2014,22:43,QUEENS,11413,40.6670937,-73.7637567,"(40.6670937, -73.7637567)",NORTH CONDUIT AVENUE,181 STREET,,1,2,0,0,0,0,1,2,Traffic Control Disregarded,,,,,1026895,PASSENGER VEHICLE,,,,
09/18/2014,8:30,MANHATTAN,10029,40.7970036,-73.9377739,"(40.7970036, -73.9377739)",EAST 116 STREET,2 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,1025964,SPORT UTILITY / STATION WAGON,,,,
09/17/2014,13:33,BROOKLYN,11216,40.6813829,-73.953515,"(40.6813829, -73.953515)",BEDFORD AVENUE,HALSEY STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1025572,BUS,,,,
09/16/2014,19:15,BRONX,10461,40.854677,-73.8436509,"(40.854677, -73.8436509)",EASTCHESTER ROAD,SEMINOLE STREET,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,,,,1024896,MOTORCYCLE,OTHER,,,
09/12/2014,6:01,,,40.8532485,-73.8352807,"(40.8532485, -73.8352807)",,,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,2914678,PICK-UP TRUCK,,,,
09/12/2014,4:13,,,40.8280693,-73.8729662,"(40.8280693, -73.8729662)",,,,1,2,0,0,0,0,1,2,Traffic Control Disregarded,,,,,2889602,PASSENGER VEHICLE,,,,
09/12/2014,20:25,,,,,,ROCKAWAY BOULEVARD,BROOKVILLE BOULEVARD,,5,1,2,1,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,1023495,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
09/10/2014,22:30,QUEENS,11370,40.7653202,-73.8890397,"(40.7653202, -73.8890397)",ASTORIA BOULEVARD,80 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1021990,BUS,,,,
09/07/2014,19:55,MANHATTAN,10024,40.7914379,-73.9759878,"(40.7914379, -73.9759878)",WEST END AVENUE,WEST 90 STREET,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,1020002,PASSENGER VEHICLE,,,,
09/07/2014,10:27,BROOKLYN,11216,40.6857804,-73.9543917,"(40.6857804, -73.9543917)",BEDFORD AVENUE,GATES AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,1020205,PASSENGER VEHICLE,,,,
