longitude,latitude,YR,MO,X,Y,TOT,CR
-73.904121871448,40.87343451190979,2015.0,3.0,1010766.0,257508.0,1.0,FELONY ASSAULT
-73.88979484983493,40.8434825076481,2015.0,3.0,1014742.0,246600.0,1.0,FELONY ASSAULT
-73.89283686947975,40.84196206008172,2015.0,3.0,1013901.0,246045.0,1.0,FELONY ASSAULT
-73.90058993332103,40.853579112988946,2015.0,3.0,1011751.0,250275.0,1.0,FELONY ASSAULT
-73.90451625667359,40.855629978314724,2015.0,3.0,1010664.0,251021.0,1.0,FELONY ASSAULT
-73.86484732723586,40.853400052155806,2015.0,1.0,1021639.0,250223.0,1.0,FELONY ASSAULT
-73.86618285749894,40.83639538747465,2015.0,3.0,1021279.0,244027.0,1.0,FELONY ASSAULT
-73.8946480273438,40.85307704834062,2015.0,3.0,1013395.0,250094.0,1.0,FELONY ASSAULT
-73.90480530410252,40.84815364120047,2015.0,3.0,1010587.0,248297.0,1.0,FELONY ASSAULT
-73.90746136600706,40.845976505069814,2015.0,3.0,1009853.0,247503.0,1.0,FELONY ASSAULT
-73.90911608863435,40.86233076471962,2015.0,3.0,1009389.0,253461.0,1.0,FELONY ASSAULT
-73.9209425839343,40.83108549815299,2015.0,3.0,1006128.0,242074.0,1.0,FELONY ASSAULT
-73.90049318666496,40.86509030724552,2015.0,3.0,1011773.0,254469.0,1.0,FELONY ASSAULT
-73.91030463522362,40.83885348600238,2015.0,3.0,1009069.0,244907.0,1.0,FELONY ASSAULT
-73.89403016207899,40.86652826404214,2015.0,3.0,1013560.0,254995.0,1.0,FELONY ASSAULT
-73.84124074145693,40.83913865788516,2015.0,3.0,1028179.0,245038.0,1.0,FELONY ASSAULT
-73.91819854101783,40.83806338853237,2015.0,1.0,1006885.0,244617.0,1.0,FELONY ASSAULT
-73.86675870593577,40.823141816841364,2015.0,3.0,1021127.0,239198.0,1.0,FELONY ASSAULT
